Timestamp,Pressure [torr]
2017-08-04 19:10:49.870581,7.601E+2
2017-08-04 19:10:50.872375,7.611E+2
2017-08-04 19:10:51.875047,7.601E+2
2017-08-04 19:10:52.877054,7.609E+2
2017-08-04 19:10:53.878511,7.600E+2
2017-08-04 19:10:54.881265,7.607E+2
